songs,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
,,0.545,0.416,9,-11.186,1,0.0305,0.223,0.943,0.227,0.224,128.034,audio_features,2gNvrbywamPJShUrg9u0YL,spotify:track:2gNvrbywamPJShUrg9u0YL,https://api.spotify.com/v1/tracks/2gNvrbywamPJShUrg9u0YL,https://api.spotify.com/v1/audio-analysis/2gNvrbywamPJShUrg9u0YL,206625,4
,,0.295,0.274,10,-10.942,1,0.0299,0.8,8.08e-06,0.0831,0.276,144.647,audio_features,3pK8u42KORBj0aJR3DrDf2,spotify:track:3pK8u42KORBj0aJR3DrDf2,https://api.spotify.com/v1/tracks/3pK8u42KORBj0aJR3DrDf2,https://api.spotify.com/v1/audio-analysis/3pK8u42KORBj0aJR3DrDf2,258133,4
,,0.369,0.528,1,-6.648,1,0.0285,0.307,0,0.229,0.336,153.898,audio_features,1uVRIEqMTtnbcxZocYDJRH,spotify:track:1uVRIEqMTtnbcxZocYDJRH,https://api.spotify.com/v1/tracks/1uVRIEqMTtnbcxZocYDJRH,https://api.spotify.com/v1/audio-analysis/1uVRIEqMTtnbcxZocYDJRH,232507,3
,,0.389,0.405,0,-6.23,1,0.026,0.29,0.00031,0.107,0.213,83.632,audio_features,4TwJgeLZ2cFmx8WqFdOEsH,spotify:track:4TwJgeLZ2cFmx8WqFdOEsH,https://api.spotify.com/v1/tracks/4TwJgeLZ2cFmx8WqFdOEsH,https://api.spotify.com/v1/audio-analysis/4TwJgeLZ2cFmx8WqFdOEsH,168166,4
,,0.708,0.898,3,-10.977,0,0.0477,0.0408,0.818,0.169,0.55,137.005,audio_features,7cZAh5boqsZqcxfKUAwFHb,spotify:track:7cZAh5boqsZqcxfKUAwFHb,https://api.spotify.com/v1/tracks/7cZAh5boqsZqcxfKUAwFHb,https://api.spotify.com/v1/audio-analysis/7cZAh5boqsZqcxfKUAwFHb,199719,4
,,0.561,0.447,1,-11.389,1,0.0544,0.279,0,0.319,0.729,117.784,audio_features,0tURbnatc9qCxlYpXuPK8I,spotify:track:0tURbnatc9qCxlYpXuPK8I,https://api.spotify.com/v1/tracks/0tURbnatc9qCxlYpXuPK8I,https://api.spotify.com/v1/audio-analysis/0tURbnatc9qCxlYpXuPK8I,172960,4
,,0.75,0.506,1,-9.97,1,0.0654,0.433,3.33e-06,0.121,0.857,128.042,audio_features,4HNUAQvD91QvdWvkmTyYml,spotify:track:4HNUAQvD91QvdWvkmTyYml,https://api.spotify.com/v1/tracks/4HNUAQvD91QvdWvkmTyYml,https://api.spotify.com/v1/audio-analysis/4HNUAQvD91QvdWvkmTyYml,204960,3
,,0.833,0.687,7,-8.612,0,0.0308,0.158,1.88e-06,0.0657,0.805,96.182,audio_features,1SdG61anvsCv8hffXPU8FD,spotify:track:1SdG61anvsCv8hffXPU8FD,https://api.spotify.com/v1/tracks/1SdG61anvsCv8hffXPU8FD,https://api.spotify.com/v1/audio-analysis/1SdG61anvsCv8hffXPU8FD,257560,4
,,0.678,0.619,4,-13.386,0,0.0266,0.114,0.005,0.0609,0.803,105.577,audio_features,4tSZr210OTY6upjNYfEYUI,spotify:track:4tSZr210OTY6upjNYfEYUI,https://api.spotify.com/v1/tracks/4tSZr210OTY6upjNYfEYUI,https://api.spotify.com/v1/audio-analysis/4tSZr210OTY6upjNYfEYUI,239307,4
,,0.344,0.388,0,-10.425,1,0.0263,0.734,0.0431,0.057,0.598,97.056,audio_features,5DfEk8Zn8JkTdYmirq1Blh,spotify:track:5DfEk8Zn8JkTdYmirq1Blh,https://api.spotify.com/v1/tracks/5DfEk8Zn8JkTdYmirq1Blh,https://api.spotify.com/v1/audio-analysis/5DfEk8Zn8JkTdYmirq1Blh,228627,4
,,0.616,0.731,4,-7.282,1,0.0569,0.417,0.000716,0.725,0.909,91.444,audio_features,6L8CWcj8KIdz5SMhinN4CO,spotify:track:6L8CWcj8KIdz5SMhinN4CO,https://api.spotify.com/v1/tracks/6L8CWcj8KIdz5SMhinN4CO,https://api.spotify.com/v1/audio-analysis/6L8CWcj8KIdz5SMhinN4CO,170893,4
,,0.846,0.543,10,-8.244,1,0.188,0.113,1.49e-05,0.0849,0.772,80.812,audio_features,1TBjuwSsm731S048oMDehz,spotify:track:1TBjuwSsm731S048oMDehz,https://api.spotify.com/v1/tracks/1TBjuwSsm731S048oMDehz,https://api.spotify.com/v1/audio-analysis/1TBjuwSsm731S048oMDehz,166213,4
,,0.767,0.608,10,-11.281,1,0.083,0.635,0,0.258,0.974,129.729,audio_features,5oizD47GLSKDlfCeSiEKJz,spotify:track:5oizD47GLSKDlfCeSiEKJz,https://api.spotify.com/v1/tracks/5oizD47GLSKDlfCeSiEKJz,https://api.spotify.com/v1/audio-analysis/5oizD47GLSKDlfCeSiEKJz,141533,4
,,0.693,0.823,5,-3.761,1,0.0726,0.0932,0,0.328,0.741,87.904,audio_features,1yKu2MhpwzDXXH2tzG6xoa,spotify:track:1yKu2MhpwzDXXH2tzG6xoa,https://api.spotify.com/v1/tracks/1yKu2MhpwzDXXH2tzG6xoa,https://api.spotify.com/v1/audio-analysis/1yKu2MhpwzDXXH2tzG6xoa,196093,4
,,0.54,0.53,4,-10.583,1,0.0361,0.614,0,0.198,0.896,143.453,audio_features,391TUcoPonqYykPkSZ5Z9U,spotify:track:391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/tracks/391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/audio-analysis/391TUcoPonqYykPkSZ5Z9U,154960,4
,,0.557,0.836,9,-5.479,1,0.0735,0.00778,0,0.0624,0.915,150.028,audio_features,16nIdWPjwoNTkADzm6nwBb,spotify:track:16nIdWPjwoNTkADzm6nwBb,https://api.spotify.com/v1/tracks/16nIdWPjwoNTkADzm6nwBb,https://api.spotify.com/v1/audio-analysis/16nIdWPjwoNTkADzm6nwBb,177656,4
,,0.738,0.937,9,-7.788,0,0.0668,0.0124,0.00206,0.0338,0.614,131.994,audio_features,0Jg602cHeMCnPez9baacIe,spotify:track:0Jg602cHeMCnPez9baacIe,https://api.spotify.com/v1/tracks/0Jg602cHeMCnPez9baacIe,https://api.spotify.com/v1/audio-analysis/0Jg602cHeMCnPez9baacIe,193827,4
,,0.827,0.928,7,-7.266,1,0.133,0.332,0,0.0576,0.261,115.023,audio_features,4UCkX8nrBlpxjrrEqtb46a,spotify:track:4UCkX8nrBlpxjrrEqtb46a,https://api.spotify.com/v1/tracks/4UCkX8nrBlpxjrrEqtb46a,https://api.spotify.com/v1/audio-analysis/4UCkX8nrBlpxjrrEqtb46a,373293,4
,,0.344,0.325,11,-10.005,0,0.0287,0.35,0.0223,0.0686,0.0775,118.515,audio_features,0gsl92EMIScPGV1AU35nuD,spotify:track:0gsl92EMIScPGV1AU35nuD,https://api.spotify.com/v1/tracks/0gsl92EMIScPGV1AU35nuD,https://api.spotify.com/v1/audio-analysis/0gsl92EMIScPGV1AU35nuD,312307,4
,,0.58,0.509,10,-9.4,1,0.0416,0.307,0.000127,0.213,0.573,133.965,audio_features,5gllVXXjMwjkJZe9FoxihW,spotify:track:5gllVXXjMwjkJZe9FoxihW,https://api.spotify.com/v1/tracks/5gllVXXjMwjkJZe9FoxihW,https://api.spotify.com/v1/audio-analysis/5gllVXXjMwjkJZe9FoxihW,158013,4
,,0.683,0.552,10,-5.139,1,0.108,0.548,0,0.221,0.519,98.946,audio_features,08fhbfRSg7eEH0IZT7pB6a,spotify:track:08fhbfRSg7eEH0IZT7pB6a,https://api.spotify.com/v1/tracks/08fhbfRSg7eEH0IZT7pB6a,https://api.spotify.com/v1/audio-analysis/08fhbfRSg7eEH0IZT7pB6a,215960,4
,,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,audio_features,2olVm1lHicpveMAo4AUDRB,spotify:track:2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/audio-analysis/2olVm1lHicpveMAo4AUDRB,234333,4
,,0.759,0.723,0,-9.315,1,0.028,0.173,0,0.179,0.962,136.746,audio_features,3Q9t1A12iUemHTAWnH7PjD,spotify:track:3Q9t1A12iUemHTAWnH7PjD,https://api.spotify.com/v1/tracks/3Q9t1A12iUemHTAWnH7PjD,https://api.spotify.com/v1/audio-analysis/3Q9t1A12iUemHTAWnH7PjD,181973,4
,,0.798,0.504,1,-5.91,0,0.141,0.243,0.00012,0.223,0.866,178.057,audio_features,1ph7yHAVYzeq1MdcYBfAA8,spotify:track:1ph7yHAVYzeq1MdcYBfAA8,https://api.spotify.com/v1/tracks/1ph7yHAVYzeq1MdcYBfAA8,https://api.spotify.com/v1/audio-analysis/1ph7yHAVYzeq1MdcYBfAA8,178000,4
,,0.508,0.475,10,-8.436,1,0.032,0.758,0,0.132,0.235,102.38,audio_features,7DKNcWFgJiy4CZ377CZc1f,spotify:track:7DKNcWFgJiy4CZ377CZc1f,https://api.spotify.com/v1/tracks/7DKNcWFgJiy4CZ377CZc1f,https://api.spotify.com/v1/audio-analysis/7DKNcWFgJiy4CZ377CZc1f,177547,4
,,0.595,0.462,2,-8.414,0,0.0259,0.102,0,0.0641,0.526,124.991,audio_features,0DQqzCHlPyKQXfF8uL01SI,spotify:track:0DQqzCHlPyKQXfF8uL01SI,https://api.spotify.com/v1/tracks/0DQqzCHlPyKQXfF8uL01SI,https://api.spotify.com/v1/audio-analysis/0DQqzCHlPyKQXfF8uL01SI,210525,4
,,0.514,0.43,5,-12.36,1,0.0308,0.225,5.31e-06,0.159,0.8,77.086,audio_features,2Zq979VWE5SG5WIcd396Ay,spotify:track:2Zq979VWE5SG5WIcd396Ay,https://api.spotify.com/v1/tracks/2Zq979VWE5SG5WIcd396Ay,https://api.spotify.com/v1/audio-analysis/2Zq979VWE5SG5WIcd396Ay,169133,4
,,0.802,0.872,11,-7.651,1,0.139,0.00196,0,0.132,0.607,101.664,audio_features,5r5uZvXHbE4X6CdhnSATtX,spotify:track:5r5uZvXHbE4X6CdhnSATtX,https://api.spotify.com/v1/tracks/5r5uZvXHbE4X6CdhnSATtX,https://api.spotify.com/v1/audio-analysis/5r5uZvXHbE4X6CdhnSATtX,321573,4
,,0.544,0.867,10,-5.527,1,0.0517,2.63e-05,0.0165,0.266,0.726,93.925,audio_features,1Yuim9eHBfG8YUJII28XDF,spotify:track:1Yuim9eHBfG8YUJII28XDF,https://api.spotify.com/v1/tracks/1Yuim9eHBfG8YUJII28XDF,https://api.spotify.com/v1/audio-analysis/1Yuim9eHBfG8YUJII28XDF,228480,4
,,0.841,0.659,11,-3.898,1,0.145,0.0575,0,0.142,0.469,119.98,audio_features,2HPe9iWJUr4CPPsm5vgsoD,spotify:track:2HPe9iWJUr4CPPsm5vgsoD,https://api.spotify.com/v1/tracks/2HPe9iWJUr4CPPsm5vgsoD,https://api.spotify.com/v1/audio-analysis/2HPe9iWJUr4CPPsm5vgsoD,345600,4
,,0.523,0.714,11,-6.021,1,0.0367,0.658,5.2e-06,0.0785,0.659,78.211,audio_features,5BkGp7FLUUpKgWl29jBK0J,spotify:track:5BkGp7FLUUpKgWl29jBK0J,https://api.spotify.com/v1/tracks/5BkGp7FLUUpKgWl29jBK0J,https://api.spotify.com/v1/audio-analysis/5BkGp7FLUUpKgWl29jBK0J,216120,4
,,0.561,0.98,7,-3.373,1,0.035,0.168,0.773,0.264,0.851,151.919,audio_features,4lwV7SpU0JSM1OIm0aIkNP,spotify:track:4lwV7SpU0JSM1OIm0aIkNP,https://api.spotify.com/v1/tracks/4lwV7SpU0JSM1OIm0aIkNP,https://api.spotify.com/v1/audio-analysis/4lwV7SpU0JSM1OIm0aIkNP,138667,4
,,0.603,0.782,2,-4.832,1,0.162,0.118,0,0.363,0.731,124.303,audio_features,3j8EEMm9kbPLqByuaHmUmQ,spotify:track:3j8EEMm9kbPLqByuaHmUmQ,https://api.spotify.com/v1/tracks/3j8EEMm9kbPLqByuaHmUmQ,https://api.spotify.com/v1/audio-analysis/3j8EEMm9kbPLqByuaHmUmQ,257893,5
,,0.378,0.455,0,-7.446,1,0.0279,0.244,6.61e-06,0.0652,0.296,72.348,audio_features,1IBIdx2Kv5VOyYYMEWfO3I,spotify:track:1IBIdx2Kv5VOyYYMEWfO3I,https://api.spotify.com/v1/tracks/1IBIdx2Kv5VOyYYMEWfO3I,https://api.spotify.com/v1/audio-analysis/1IBIdx2Kv5VOyYYMEWfO3I,162307,4
,,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,audio_features,3zBhihYUHBmGd2bcQIobrF,spotify:track:3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/tracks/3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/audio-analysis/3zBhihYUHBmGd2bcQIobrF,163756,4
,,0.596,0.56,10,-10.23,1,0.0297,0.176,0,0.095,0.526,135.355,audio_features,4KxzOViQQbZpPa7WukYiIx,spotify:track:4KxzOViQQbZpPa7WukYiIx,https://api.spotify.com/v1/tracks/4KxzOViQQbZpPa7WukYiIx,https://api.spotify.com/v1/audio-analysis/4KxzOViQQbZpPa7WukYiIx,274599,4
,,0.644,0.633,0,-8.006,1,0.0261,0.102,6.82e-05,0.227,0.647,115.193,audio_features,0VwTeYNjcl30DyQlt3GPe0,spotify:track:0VwTeYNjcl30DyQlt3GPe0,https://api.spotify.com/v1/tracks/0VwTeYNjcl30DyQlt3GPe0,https://api.spotify.com/v1/audio-analysis/0VwTeYNjcl30DyQlt3GPe0,194453,4
,,0.558,0.703,10,-7.851,1,0.304,0.322,0,0.376,0.709,81.849,audio_features,2ey8VvW7LS4G0q9xtgEtBA,spotify:track:2ey8VvW7LS4G0q9xtgEtBA,https://api.spotify.com/v1/tracks/2ey8VvW7LS4G0q9xtgEtBA,https://api.spotify.com/v1/audio-analysis/2ey8VvW7LS4G0q9xtgEtBA,227360,4
,,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,audio_features,1GrikfH0jDejDvrxo84n4P,spotify:track:1GrikfH0jDejDvrxo84n4P,https://api.spotify.com/v1/tracks/1GrikfH0jDejDvrxo84n4P,https://api.spotify.com/v1/audio-analysis/1GrikfH0jDejDvrxo84n4P,301200,4
,,0.406,0.662,9,-9.548,1,0.0534,0.000947,0.183,0.383,0.653,127.482,audio_features,29JEOX0xLF9y6q8oILX2QH,spotify:track:29JEOX0xLF9y6q8oILX2QH,https://api.spotify.com/v1/tracks/29JEOX0xLF9y6q8oILX2QH,https://api.spotify.com/v1/audio-analysis/29JEOX0xLF9y6q8oILX2QH,220250,4
,,0.723,0.647,7,-10.483,1,0.0567,0.257,0.000285,0.0562,0.96,125.016,audio_features,2TNJMzB30nuEpww7EOx75L,spotify:track:2TNJMzB30nuEpww7EOx75L,https://api.spotify.com/v1/tracks/2TNJMzB30nuEpww7EOx75L,https://api.spotify.com/v1/audio-analysis/2TNJMzB30nuEpww7EOx75L,344907,4
,,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,audio_features,2yXyz4NLTZx9CLdXfLTp5E,spotify:track:2yXyz4NLTZx9CLdXfLTp5E,https://api.spotify.com/v1/tracks/2yXyz4NLTZx9CLdXfLTp5E,https://api.spotify.com/v1/audio-analysis/2yXyz4NLTZx9CLdXfLTp5E,216733,4
,,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,audio_features,5LxvwujISqiB8vpRYv887S,spotify:track:5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/tracks/5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/audio-analysis/5LxvwujISqiB8vpRYv887S,176333,4
,,0.552,0.463,9,-9.028,1,0.0304,0.571,9.06e-06,0.507,0.56,77.902,audio_features,63JVnlHLL6QffPbKiydH1g,spotify:track:63JVnlHLL6QffPbKiydH1g,https://api.spotify.com/v1/tracks/63JVnlHLL6QffPbKiydH1g,https://api.spotify.com/v1/audio-analysis/63JVnlHLL6QffPbKiydH1g,234640,4
,,0.633,0.931,1,-7.752,1,0.0686,0.0504,0.109,0.375,0.676,109.116,audio_features,4nTYxxF8iWBq54LO3dBUie,spotify:track:4nTYxxF8iWBq54LO3dBUie,https://api.spotify.com/v1/tracks/4nTYxxF8iWBq54LO3dBUie,https://api.spotify.com/v1/audio-analysis/4nTYxxF8iWBq54LO3dBUie,330933,4
,,0.32,0.265,6,-11.026,1,0.0332,0.64,1.81e-06,0.985,0.147,84.511,audio_features,136nAEqaPwbQguey2Unze7,spotify:track:136nAEqaPwbQguey2Unze7,https://api.spotify.com/v1/tracks/136nAEqaPwbQguey2Unze7,https://api.spotify.com/v1/audio-analysis/136nAEqaPwbQguey2Unze7,260747,3
,,0.724,0.471,0,-11.143,1,0.0358,0.448,2.5e-06,0.218,0.442,97.211,audio_features,1rIy3lkFJnMsTLZpxFmYU8,spotify:track:1rIy3lkFJnMsTLZpxFmYU8,https://api.spotify.com/v1/tracks/1rIy3lkFJnMsTLZpxFmYU8,https://api.spotify.com/v1/audio-analysis/1rIy3lkFJnMsTLZpxFmYU8,295693,4
,,0.283,0.716,1,-9.632,0,0.0986,0.447,0,0.399,0.828,201.96,audio_features,3Um9toULmYFGCpvaIPFw7l,spotify:track:3Um9toULmYFGCpvaIPFw7l,https://api.spotify.com/v1/tracks/3Um9toULmYFGCpvaIPFw7l,https://api.spotify.com/v1/audio-analysis/3Um9toULmYFGCpvaIPFw7l,233000,4
,,0.54,0.665,2,-7.705,1,0.0361,0.317,0,0.235,0.434,102.352,audio_features,5Hi731oQhuwOZFdULt4N1T,spotify:track:5Hi731oQhuwOZFdULt4N1T,https://api.spotify.com/v1/tracks/5Hi731oQhuwOZFdULt4N1T,https://api.spotify.com/v1/audio-analysis/5Hi731oQhuwOZFdULt4N1T,203034,4
,,0.123,0.973,6,-5.127,0,0.225,0.000516,0.0563,0.222,0.321,189.743,audio_features,0gJs5YzU61N89O8HGfDqjx,spotify:track:0gJs5YzU61N89O8HGfDqjx,https://api.spotify.com/v1/tracks/0gJs5YzU61N89O8HGfDqjx,https://api.spotify.com/v1/audio-analysis/0gJs5YzU61N89O8HGfDqjx,315000,4
,,0.875,0.458,8,-12.648,0,0.125,0.00427,0,0.18,0.738,93.992,audio_features,3uaYY9nen4CaHxisG981HL,spotify:track:3uaYY9nen4CaHxisG981HL,https://api.spotify.com/v1/tracks/3uaYY9nen4CaHxisG981HL,https://api.spotify.com/v1/audio-analysis/3uaYY9nen4CaHxisG981HL,185413,4
,,0.632,0.686,0,-6.116,0,0.0395,0.437,0,0.193,0.65,121.414,audio_features,3aCbwWCYCT3MJjZeUnlcp4,spotify:track:3aCbwWCYCT3MJjZeUnlcp4,https://api.spotify.com/v1/tracks/3aCbwWCYCT3MJjZeUnlcp4,https://api.spotify.com/v1/audio-analysis/3aCbwWCYCT3MJjZeUnlcp4,166027,4
,,0.657,0.76,4,-8.613,1,0.0298,0.171,0.00551,0.224,0.71,107.872,audio_features,2lxfnTyWxW381PXDm9Mg77,spotify:track:2lxfnTyWxW381PXDm9Mg77,https://api.spotify.com/v1/tracks/2lxfnTyWxW381PXDm9Mg77,https://api.spotify.com/v1/audio-analysis/2lxfnTyWxW381PXDm9Mg77,274267,4
,,0.539,0.276,3,-12.152,1,0.0249,0.808,4.1e-06,0.127,0.671,72.062,audio_features,6M8T6sKR02fUJPgWHxXuGS,spotify:track:6M8T6sKR02fUJPgWHxXuGS,https://api.spotify.com/v1/tracks/6M8T6sKR02fUJPgWHxXuGS,https://api.spotify.com/v1/audio-analysis/6M8T6sKR02fUJPgWHxXuGS,170293,4
,,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,audio_features,18GiV1BaXzPVYpp9rmOg0E,spotify:track:18GiV1BaXzPVYpp9rmOg0E,https://api.spotify.com/v1/tracks/18GiV1BaXzPVYpp9rmOg0E,https://api.spotify.com/v1/audio-analysis/18GiV1BaXzPVYpp9rmOg0E,165427,4
,,0.294,0.901,9,-8.82,0,0.0361,0.0294,0.0947,0.226,0.489,135.687,audio_features,0xhejviprFLx4JgtMNtTKo,spotify:track:0xhejviprFLx4JgtMNtTKo,https://api.spotify.com/v1/tracks/0xhejviprFLx4JgtMNtTKo,https://api.spotify.com/v1/audio-analysis/0xhejviprFLx4JgtMNtTKo,244867,4
,,0.706,0.424,6,-10.61,1,0.0494,0.965,0.884,0.144,0.823,90.824,audio_features,6s7coadGxGLWTqC3J3I1Gg,spotify:track:6s7coadGxGLWTqC3J3I1Gg,https://api.spotify.com/v1/tracks/6s7coadGxGLWTqC3J3I1Gg,https://api.spotify.com/v1/audio-analysis/6s7coadGxGLWTqC3J3I1Gg,127747,4
,,0.464,0.755,4,-5.707,1,0.0354,0.00838,0,0.0989,0.449,155.973,audio_features,1fff5nZGyRJtFLkOrSSwOU,spotify:track:1fff5nZGyRJtFLkOrSSwOU,https://api.spotify.com/v1/tracks/1fff5nZGyRJtFLkOrSSwOU,https://api.spotify.com/v1/audio-analysis/1fff5nZGyRJtFLkOrSSwOU,216764,4
,,0.714,0.544,7,-15.721,1,0.036,0.753,7.64e-05,0.0551,0.973,134.523,audio_features,3V4IuFiE3GnWuRnuV8dkFO,spotify:track:3V4IuFiE3GnWuRnuV8dkFO,https://api.spotify.com/v1/tracks/3V4IuFiE3GnWuRnuV8dkFO,https://api.spotify.com/v1/audio-analysis/3V4IuFiE3GnWuRnuV8dkFO,131720,4
,,0.807,0.498,10,-9.91,0,0.0756,0.259,3.04e-05,0.0618,0.857,99.001,audio_features,0AcLrSfAEBQcUnHOTm5pXg,spotify:track:0AcLrSfAEBQcUnHOTm5pXg,https://api.spotify.com/v1/tracks/0AcLrSfAEBQcUnHOTm5pXg,https://api.spotify.com/v1/audio-analysis/0AcLrSfAEBQcUnHOTm5pXg,277413,4
,,0.623,0.442,9,-10.365,0,0.0345,0.182,0,0.0699,0.335,99.181,audio_features,2Dhvr9FffaScu2bGJBM4O1,spotify:track:2Dhvr9FffaScu2bGJBM4O1,https://api.spotify.com/v1/tracks/2Dhvr9FffaScu2bGJBM4O1,https://api.spotify.com/v1/audio-analysis/2Dhvr9FffaScu2bGJBM4O1,337827,4
,,0.611,0.322,2,-14.461,1,0.0367,0.922,0.000818,0.35,0.315,119.957,audio_features,4nlry8WISrv04S1E619p3A,spotify:track:4nlry8WISrv04S1E619p3A,https://api.spotify.com/v1/tracks/4nlry8WISrv04S1E619p3A,https://api.spotify.com/v1/audio-analysis/4nlry8WISrv04S1E619p3A,193567,4
,,0.549,0.242,5,-11.692,1,0.038,0.809,8.1e-05,0.127,0.286,144.211,audio_features,0zWbYGQq5O1KQd0iqzgjP6,spotify:track:0zWbYGQq5O1KQd0iqzgjP6,https://api.spotify.com/v1/tracks/0zWbYGQq5O1KQd0iqzgjP6,https://api.spotify.com/v1/audio-analysis/0zWbYGQq5O1KQd0iqzgjP6,180304,4
,,0.769,0.826,7,-8.252,1,0.0624,0.267,0.0177,0.0638,0.762,95.862,audio_features,5xl5582IihbEZAnfj0xyso,spotify:track:5xl5582IihbEZAnfj0xyso,https://api.spotify.com/v1/tracks/5xl5582IihbEZAnfj0xyso,https://api.spotify.com/v1/audio-analysis/5xl5582IihbEZAnfj0xyso,250032,4
,,0.759,0.598,0,-14.045,1,0.053,0.172,0.207,0.0995,0.914,113.807,audio_features,0PjkD419FrFnRuS5Mgs6pm,spotify:track:0PjkD419FrFnRuS5Mgs6pm,https://api.spotify.com/v1/tracks/0PjkD419FrFnRuS5Mgs6pm,https://api.spotify.com/v1/audio-analysis/0PjkD419FrFnRuS5Mgs6pm,397133,4
,,0.773,0.457,1,-12.504,0,0.0288,0.108,0.00035,0.0692,0.775,109.756,audio_features,3DRyJ7FT8yCLtF0e6K5JeG,spotify:track:3DRyJ7FT8yCLtF0e6K5JeG,https://api.spotify.com/v1/tracks/3DRyJ7FT8yCLtF0e6K5JeG,https://api.spotify.com/v1/audio-analysis/3DRyJ7FT8yCLtF0e6K5JeG,401333,4
,,0.555,0.797,2,-7.484,1,0.0389,0.168,0.00268,0.12,0.683,152.87,audio_features,0xTY7Tld4DRxqUhxdw7bZW,spotify:track:0xTY7Tld4DRxqUhxdw7bZW,https://api.spotify.com/v1/tracks/0xTY7Tld4DRxqUhxdw7bZW,https://api.spotify.com/v1/audio-analysis/0xTY7Tld4DRxqUhxdw7bZW,297973,4
,,0.715,0.865,8,-6.724,0,0.0669,0.386,0.00587,0.0396,0.717,98.163,audio_features,6Rlj2EQvvgzRyzmWxvXcN1,spotify:track:6Rlj2EQvvgzRyzmWxvXcN1,https://api.spotify.com/v1/tracks/6Rlj2EQvvgzRyzmWxvXcN1,https://api.spotify.com/v1/audio-analysis/6Rlj2EQvvgzRyzmWxvXcN1,266773,4
,,0.576,0.583,0,-6.633,1,0.0272,0.298,0.0382,0.179,0.648,136.7,audio_features,2L1jm7YjLZa3SwqyUbd2wD,spotify:track:2L1jm7YjLZa3SwqyUbd2wD,https://api.spotify.com/v1/tracks/2L1jm7YjLZa3SwqyUbd2wD,https://api.spotify.com/v1/audio-analysis/2L1jm7YjLZa3SwqyUbd2wD,185933,4
,,0.757,0.721,4,-2.906,0,0.0691,0.00196,0,0.647,0.364,124.036,audio_features,20GrahbI4AzAOWxpYfDKkf,spotify:track:20GrahbI4AzAOWxpYfDKkf,https://api.spotify.com/v1/tracks/20GrahbI4AzAOWxpYfDKkf,https://api.spotify.com/v1/audio-analysis/20GrahbI4AzAOWxpYfDKkf,165366,4
,,0.623,0.766,4,-7.445,1,0.0531,0.103,0.0193,0.158,0.55,153.15,audio_features,3MEYOBGJlvDgG99hSKIDQH,spotify:track:3MEYOBGJlvDgG99hSKIDQH,https://api.spotify.com/v1/tracks/3MEYOBGJlvDgG99hSKIDQH,https://api.spotify.com/v1/audio-analysis/3MEYOBGJlvDgG99hSKIDQH,150824,4
,,0.381,0.29,8,-10.682,1,0.0336,0.662,1.48e-05,0.106,0.151,113.318,audio_features,741OE401HO7ZCaPhEqCZ7w,spotify:track:741OE401HO7ZCaPhEqCZ7w,https://api.spotify.com/v1/tracks/741OE401HO7ZCaPhEqCZ7w,https://api.spotify.com/v1/audio-analysis/741OE401HO7ZCaPhEqCZ7w,240307,4
,,0.683,0.664,5,-4.233,0,0.0332,0.538,0,0.0671,0.866,106.991,audio_features,56z2qI0gKcPthQF6l8AW3E,spotify:track:56z2qI0gKcPthQF6l8AW3E,https://api.spotify.com/v1/tracks/56z2qI0gKcPthQF6l8AW3E,https://api.spotify.com/v1/audio-analysis/56z2qI0gKcPthQF6l8AW3E,266307,4
,,0.512,0.449,8,-11.717,1,0.0624,0.706,0.0159,0.0877,0.647,125.099,audio_features,39esfbt3aeCDPIHgnq00j6,spotify:track:39esfbt3aeCDPIHgnq00j6,https://api.spotify.com/v1/tracks/39esfbt3aeCDPIHgnq00j6,https://api.spotify.com/v1/audio-analysis/39esfbt3aeCDPIHgnq00j6,171480,4
,,0.411,0.904,7,-6.652,0,0.063,9.37e-05,7.57e-06,0.565,0.679,112.24,audio_features,4Z69VxUgbZyMX7uN6Xg0q9,spotify:track:4Z69VxUgbZyMX7uN6Xg0q9,https://api.spotify.com/v1/tracks/4Z69VxUgbZyMX7uN6Xg0q9,https://api.spotify.com/v1/audio-analysis/4Z69VxUgbZyMX7uN6Xg0q9,194587,4
